time, iteration, regSquaredError
2017-05-24 21:19:14,254,83754.212506227
2017-05-24 21:20:06,255,83749.6094939328
2017-05-24 21:20:59,256,83745.0545966641
2017-05-24 21:21:52,257,83740.5470711207
2017-05-24 21:22:45,258,83736.0861888859
2017-05-24 21:23:38,259,83731.6712360646
2017-05-24 21:24:31,260,83727.3015129256
2017-05-24 21:25:24,261,83722.9763335664
2017-05-24 21:26:17,262,83718.6950255899
2017-05-24 21:27:10,263,83714.4569297667
2017-05-24 21:28:03,264,83710.2613997372
2017-05-24 21:28:56,265,83706.1078016959
2017-05-24 21:29:49,266,83701.9955141085
2017-05-24 21:30:41,267,83697.9239274088
2017-05-24 21:31:34,268,83693.8924437423
2017-05-24 21:32:27,269,83689.9004766611
2017-05-24 21:33:20,270,83685.9474508935
2017-05-24 21:34:13,271,83682.0328020603
2017-05-24 21:35:06,272,83678.1559764444
2017-05-24 21:35:59,273,83674.3164307274
2017-05-24 21:36:52,274,83670.5136317716
2017-05-24 21:37:45,275,83666.7470563733
2017-05-24 21:38:38,276,83663.016191046
2017-05-24 21:39:31,277,83659.3205317985
2017-05-24 21:40:24,278,83655.6595839234
2017-05-24 21:41:17,279,83652.0328617886
2017-05-24 21:42:10,280,83648.4398886377
2017-05-24 21:43:03,281,83644.8801963795
2017-05-24 21:43:56,282,83641.3533254236
2017-05-24 21:44:49,283,83637.8588244566
2017-05-24 21:45:42,284,83634.3962502945
2017-05-24 21:46:35,285,83630.9651676814
2017-05-24 21:47:27,286,83627.5651491298
2017-05-24 21:48:20,287,83624.1957747443
2017-05-24 21:49:13,288,83620.8566320599
2017-05-24 21:50:06,289,83617.5473158816
2017-05-24 21:50:59,290,83614.2674281251
2017-05-24 21:51:52,291,83611.0165776736
2017-05-24 21:52:45,292,83607.7943802164
2017-05-24 21:53:38,293,83604.6004581082
2017-05-24 21:54:31,294,83601.4344402413
2017-05-24 21:55:23,295,83598.2959618837
2017-05-24 21:56:16,296,83595.1846645601
2017-05-24 21:57:09,297,83592.1001959188
2017-05-24 21:58:02,298,83589.0422096032
2017-05-24 21:58:55,299,83586.0103651233
2017-05-24 21:59:48,300,83583.0043277346
2017-05-24 22:00:41,301,83580.023768325
2017-05-24 22:01:34,302,83577.0683632937
2017-05-24 22:02:27,303,83574.1377944319
2017-05-24 22:03:19,304,83571.2317488345
2017-05-24 22:04:12,305,83568.3499187516
2017-05-24 22:05:05,306,83565.4920015294
2017-05-24 22:05:58,307,83562.6576994765
2017-05-24 22:06:51,308,83559.8467197778
2017-05-24 22:07:44,309,83557.0587743831
2017-05-24 22:08:37,310,83554.2935799213
2017-05-24 22:09:30,311,83551.5508576146
2017-05-24 22:10:23,312,83548.830333157
2017-05-24 22:11:16,313,83546.1317366711
2017-05-24 22:12:09,314,83543.454802571
2017-05-24 22:13:02,315,83540.7992695151
2017-05-24 22:13:55,316,83538.1648803039
2017-05-24 22:14:47,317,83535.5513818013
2017-05-24 22:15:40,318,83532.9585248659
2017-05-24 22:16:33,319,83530.3860642531
2017-05-24 22:17:26,320,83527.8337585625
2017-05-24 22:18:19,321,83525.3013701396
2017-05-24 22:19:12,322,83522.7886650289
2017-05-24 22:20:05,323,83520.2954128793
2017-05-24 22:20:58,324,83517.8213868947
2017-05-24 22:21:51,325,83515.366363744
2017-05-24 22:22:44,326,83512.9301235262
2017-05-24 22:23:36,327,83510.5124496734
2017-05-24 22:24:29,328,83508.113128906
2017-05-24 22:25:22,329,83505.7319511676
2017-05-24 22:26:15,330,83503.3687095653
2017-05-24 22:27:08,331,83501.0232003048
2017-05-24 22:28:01,332,83498.6952226406
2017-05-24 22:28:54,333,83496.3845788102
2017-05-24 22:29:47,334,83494.09107399
2017-05-24 22:30:40,335,83491.8145162359
2017-05-24 22:31:33,336,83489.5547164245
2017-05-24 22:32:26,337,83487.3114882088
2017-05-24 22:33:19,338,83485.0846479673
2017-05-24 22:34:12,339,83482.8740147517
2017-05-24 22:35:05,340,83480.6794102366
2017-05-24 22:35:57,341,83478.5006586867
2017-05-24 22:36:50,342,83476.3375868789
2017-05-24 22:37:43,343,83474.1900240923
2017-05-24 22:38:36,344,83472.0578020494
2017-05-24 22:39:29,345,83469.9407548569
2017-05-24 22:40:22,346,83467.8387189893
2017-05-24 22:41:15,347,83465.7515332357
2017-05-24 22:42:08,348,83463.6790386475
2017-05-24 22:43:01,349,83461.6210785262
2017-05-24 22:43:54,350,83459.5774983573
2017-05-24 22:44:46,351,83457.5481457874
2017-05-24 22:45:39,352,83455.5328705765
2017-05-24 22:46:32,353,83453.5315245734
2017-05-24 22:47:25,354,83451.5439616688
2017-05-24 22:48:18,355,83449.5700377706
2017-05-24 22:49:11,356,83447.6096107527
2017-05-24 22:50:04,357,83445.6625404454
2017-05-24 22:50:57,358,83443.7286885793
2017-05-24 22:51:50,359,83441.8079187635
2017-05-24 22:52:43,360,83439.9000964617
2017-05-24 22:53:35,361,83438.0050889404
2017-05-24 22:54:28,362,83436.1227652589
2017-05-24 22:55:21,363,83434.2529962287
2017-05-24 22:56:14,364,83432.3956543884
2017-05-24 22:57:07,365,83430.5506139666
2017-05-24 22:58:00,366,83428.7177508725
2017-05-24 22:58:53,367,83426.8969426438
2017-05-24 22:59:46,368,83425.0880684419
2017-05-24 23:00:39,369,83423.2910090101
2017-05-24 23:01:35,370,83421.5056466624
2017-05-24 23:02:28,371,83419.7318652319
2017-05-24 23:03:21,372,83417.9695500843
2017-05-24 23:04:14,373,83416.2185880622
2017-05-24 23:05:07,374,83414.4788674661
2017-05-24 23:06:00,375,83412.7502780487
2017-05-24 23:06:52,376,83411.0327109719
2017-05-24 23:07:45,377,83409.3260587894
2017-05-24 23:08:38,378,83407.6302154375
2017-05-24 23:09:31,379,83405.9450761909
2017-05-24 23:10:24,380,83404.2705376617
2017-05-24 23:11:17,381,83402.6064977659
2017-05-24 23:12:10,382,83400.9528557123
2017-05-24 23:13:03,383,83399.3095119696
2017-05-24 23:13:56,384,83397.6763682617
2017-05-24 23:14:49,385,83396.0533275354
2017-05-24 23:15:42,386,83394.4402939529
2017-05-24 23:16:35,387,83392.8371728597
2017-05-24 23:17:28,388,83391.2438707834
2017-05-24 23:18:20,389,83389.6602953957
2017-05-24 23:19:13,390,83388.0863555133
2017-05-24 23:20:06,391,83386.521961068
2017-05-24 23:20:59,392,83384.9670231003
2017-05-24 23:21:52,393,83383.4214537289
2017-05-24 23:22:45,394,83381.8851661427
2017-05-24 23:23:38,395,83380.3580745935
2017-05-24 23:24:31,396,83378.8400943572
2017-05-24 23:25:24,397,83377.3311417459
2017-05-24 23:26:18,398,83375.8311340677
2017-05-24 23:27:11,399,83374.3399896278
2017-05-24 23:28:04,400,83372.8576277065
2017-05-24 23:28:57,401,83371.3839685496
2017-05-24 23:29:50,402,83369.9189333501
2017-05-24 23:30:43,403,83368.4624442338
2017-05-24 23:31:36,404,83367.0144242508
2017-05-24 23:32:29,405,83365.5747973579
2017-05-24 23:33:22,406,83364.1434884038
